,Questions,"Responsible (0-Operator, 1-AI Agent)"
,Жавоб беринг илтимос,1
,Заявка шу холатда анчадан бери,0
,"Pilastigim pinkodga tuwib qoldi,Qanday ochsam bóladi",1
,3 marta natogri tergan ekan,0
,Pinkodini qanday ochsam boladi,1
,Qanday sms xabarga ulasam bóladi,1
,Plastik kartamni blokdan ochib berishingizni sórayman,1
,Тизимга кириб булмаяпти,0
,Картам блокланиб қолди қайтадан очиб беринг илтимос,0
,"Omonatni qaytarib ololmayobman,Nima qilsam bóladi",0
,"Kecha kiridit boyicha tolov yechib olinishi kerak edi yechilmayati,Jorish ish kunida deyveryati",0
,Xechqanday pina qoshimcha tolamaymanmi,0
,"Kartamda pul bor aftamatski yechadimi vaqti kelsa,Shunga javob bering",0
,Иловадан онлайн микрокарз ариза бердим лимит ажратди лекин тасдиклай олмаяпман смс хабарнома ёкилмаган деб айтяпти,0
,Виртуальный узкард очганман иловадан,0
,Хоп рахмат туштими пул?,0
,Xozir joyda programmasidan pul otqazdimde lekin tushmadi shunga istoryadan chiqadimi siladan,0
,"Картам блокланиб қолди,Очиб беринг кейин кодни хам айтворинг",0
,Қандай билсам бўлади ўзи 4та бир эди шу рақамларни терсам нотўғри деяпти,0
,Kartani blokdan chiqarish kerak,0
,"Kartani blokdan chiqarish kerak,Humo",0
,"Ман сизлардан кредитной карта очтирганман,Уни ойма ой тулова қанақа болади",0
,Калькуляция ташаб бера оласизми?,0
,Агар қанақадир сабаблага кура кеч қолса чи озгина муддат,0
,Керит карта оркали керит олгаман,0
,"1милон550минг туладим лекин керит кардамдан 150минг сум Кам тушди,Шун илтимос текшириб беринг",0
,Илтимос ойлик графасини ташлаб беринг,0
,"Assalomu alaykum Kredit olib boʻmayapti,Shunaqa yozuv chiqyapti",0
,"Krdet,Tarixmi Bilmoqchiman",0
,Plastik kartamni blokdan ochib berishingizni sórayman,0
,Bu haqda tóliqroq ma'lumot berinh,0
,Пластик картамни кодини алиштирмокчиман ва телефон ракамимга богламокчиман,0
,Menda sqb karta bor lekin viloyatda uyumda turibdi shuni masofadan telefon raqamiga ulasa bo'ladimi,0
,Oldingi ulangan raqam o'chib ketgandi,0
,"Shuni bank orqali masofadan bog'lab bo'lmaydimi,Kartam viloyatda uyumda turibdi",0
,"Siz ulab bera olmaysizmi,Yangi raqamga",0
,Plastik kartam blokga tushib qolgan ochib bera olasizmi,0
,Krediti tolavorganman hamma sumasini kredit lekin yopilmadi sababini bilsam boladimi,0
,"Joyda da mikroqarzga ariza berdim,Bugun korib chiqiladimi?",0
,Meni joyda programmam eski nomeriga boglanib identifikatsyadan otkanidi,0
,"Shunga u profilimi ochraman desam kuyib ketgan eski nomerimga kod jonatarkan,U nomerim kuyib ketgan yangisini ochib pasport malumotlarimi kirgizsam u odam identifikatsyadan ótkan deyabti",0
,Yangi plastik kartamiyam ulay olmayabman,0
,"Salom.Men joyda ilovasidan foydalana olmayabman.karta va balanslarim ham koʻrinmayabdi.Ilovani yangiladim lekin oʻzgarish yoʻq,Sababini bilmoqchi edim",0
,humo kartam bloklanib qoldi,0
,Men ish sorab murojat qilayotgan edim,1
,Men olayin. 2mln mikroqarz olmoqchi edim bulmiyabdi ariza ketmiyabdi,0
,Tasdiqlashdi bosam qaytarib tashliyabdi,0
,"Shunday ariza yuboriyaban tepadan qandaydir,Qizil suzlar chiqiyabdi skirinshot qilishga ulgurmiyaban",0
,"Skirinshot qilb bulmiyabdi,Boshqa usulda kurishdi iloji yuqmi",0
,Kreditmni har oy 260 mingda tolardim hozir esa 500 ming chiqazdi nimaga unaqa boldi man anchasini tolagan bolsa 1.5 mln qolgan atiga,0
,"Ilovaga kirsam shunaqa chiqaryapdi,Man har oy 260 mingdan tolardim hozir kop chiqaryapdi tòlovni",0
,"Mendan tafsiya qilgan tolovni yechmaydi,Shundaymi",0
,"Shu xumo kartani sms habarnomasiga ulash kerak edi,Yordam bervorring iltimos",0
,Mani telfonimda oldi kamerasi ishlamaydidaa rasmga olmaydi,0
,"Pasport yonimda,Sizga taqdim etsam boladimi",0
,Shunday yordam bervoravering iltimos sizdan,0
,Assalomu alaykum. Bugun chet eldan kelgan pulni olsa bo'ladimi Namangandan,0
,Plastik kartam blogs tushib qoldi joyda ilovasidan royxatga ottim identifikatsiya ottim,0
,Plastik kartani bloktan chiqarish kerak,0
,Menin kartam ulangan nomerim óchib qoldi,0
,"Endi kartamga sms xabarnoma ulatmoqchiman,Onlayn qilishni iloji bormi",0
,Salom bugun sizlarga dam olishmi yoki ishlaysizlarmi,0
,Kecha tungi soat 1.43larda menga zoomrad ilovosidan 540ming tashladi shu payt ichlamay qolib ikki marta pul ketib qolibti.Menga 1mln 80ming pul tushti.Men Unga Joyda ilovosidan 540ming tashlamoqshi edim eror bolib ichlamay ikki marta pul ketti.Birozdan qarasam Boyagi 1mln 80ming pul Va ozimning balancedaman 1mln 80ming pul ketti,0
,Keyinroq otsam boladimi,0
,Pasport serialarin aytsam bolmaydimi,0
,Masalan ortada pul qolib ketkan bolsa.Bugun tushib qolishi mumkinmi?,0
,"Мени кредетимни босиб олмаябди,Фоиз кушилиб кетябди,Кеча босиши керак еди жадвал буйича",0
,Ишонч номерлари борми тел килмокчидим,0
,"Anabu pul xato bordi shuni qaytarmoqchi man,Ilovani birinchi marta ishlatiyapban kod yozilgan ekan men xam kodini kiritibman",0
,"Raqamga pul tashlash,Raqamda xatolik buldi",0
,Boshqa ilovalarda qaytarsa buladiku,1
,tel nomerini qanday qilib almashtirsa buladi,1
,"bormasdan iloji yuqmi,men Qashqadaryoda Toshkentdan olganman",0
,Menda SQB Humo kartasi bor lekin unga ulangan raqamim o'chgan ishlamaydi. Shu kartaga sma habarnoma hizmatini bankka bormasdan ham bajarsa bo'ladimi,0
,Narzullayev Asiljon plastik kartadan utkazma amalga oshirib bulmayapti shuni tekshirib bering iltimos,0
,Lekin utkazma amalga oshirib bulmayapti,0
,Vertual kartani ulay olmayabman sms habar ulanmagan dB chiqdi ilovada,0
,Виза картани кандай килип кушиш керак,0
,Boshqa karta raqamga òtkazma òtkazish uchun tasdiqlash kodi meni raqamim emas. Boshqa raqam,0
,Tasdiqlash kodi meni raqamimga kelsin,0
,Tezroq hal qilib bering. Boshqa kartaga pul òtkazishim kerak,0
,Menda sizlarni kartalaring bor lekin numerga ulanmagan,0
,"Shunga joida pragrammaga qusholmayapman,м",0
,Men xozir uzbekistonga emasman boshqa yuli yuqmi,0
,Kartaga pul tashlap tursam lekin ishlatmasam bilakirovka bulmaydimi,0
,Pul utkazip turipman lekin kartadan foydalanmayapman chunki u bu yerda ishlamaydi shunga Uzbekistan ga borgunimcha kodlanip qolmaydimi,0
,Salom men kartamga ulangan raqamni ozgartirmoqchi edim,0
,Hozir otaymi aloqada bolasizmi,0
,Eski raqam ochdimi kartadan,0
,Kredit berilyabdimi jismoniy shaxslarga,0
,Online mikroqarz bormi,1
,Shu ochilgan kartamga 6oy mobaynida ish haqqi tushgan bolishi kerakmi,0
,Asalom alekum ERGASHEVA MUNIRA nomiga berilgan visa karta ishlamayapti,0
,Malumotlarni qanday o'zgartirsam bo'ladi,0
,Plastik kartam blokka Tushib qoldi,0
,"Davlat ishida ishlamayman,Qanday kredit olsam badi",0
,"Kreditlar haqida,Ma'lumot bering",1
,"SQB bankidan Mikrokredit olmoqchi edim,Karta Aylanma orqali iloji bormi,Har oy 2million kartamga Tushadi",1
,Boshqa qanday Iloji bor ?Rasmiy daromadsiz,1
,Kredit nechi yowdan beriladi,1
,Iloji yoqmi mikroqarz oliwshni,1
,"Xa plastik kartani yoqotudim,Owani bowqatan olsama boladimi onlayn buyurma qsam",0
,Joyida ilovasida muammo yuzaga keldi 1180 raqamiga qoʻngʻiroq qilib muammoni bartaraf qildm lekin Joyida ilovasida vertual karta ocilgan edi oz nomimga Joyida ilovasini togrlagandan keyin vertual karta chiqmadi qandoq cqarsam boladi,0
,Karta ohirgi raqami 4201 edi bugun pul tawadm kredit yopiw uchun nu qayta togrlagandan kn ilovaga cqmadi hama indefikatsaladan otdm,0
,Yana boshqatdan vertual karta ociladimi yoki oqa eski kartam qaytadimi,0
,"Kartam bloklanib qoldi,3 marta noto'g'ri kod uriglgani uchun",0
,"mening bank kartam bor edi,raqamini ozgartirmoqchiman",0
,"oldingi raqamimni yoqotib qoydim,plastigimdan foydalana olmayapman",0
,aloqadamisiz?,0
,baxolash tizimi bormi botda?,0
,Assalom aleykum men Joyda ilovasi orqali adashib boshqa shaxsga pul o'tkazib yuboribman buni qaytarb olib bo'ladimi ?,0
,Telifon raqam ulashim jerk edi,0
,Plastik kartasi joyda ilovasiga ulolmayapman,0
,Mastercard avtomatik chiqadi deyapsiz online chatga murojat qiling deyapdi,0
,Assalomu alaykum yaxshimisiz. Kredit buyicha tulov oyning birinchi sanasida edi. Bayram munosabati bilan ish kuniga kuchiriladimi? Bugun pul tashagandim vipiskada 4 sentyabrda tushgan chiqyapti,0
,Demak muammo yuq tugrimi,0
,"Plastik kartam 3marta notog'ri terilib blakirovkaga tushgan shuni ochib bering,SQB HUMO",0
,Ertalabdan beri urnayman ertalab operator bilan boglangandim. O'tgin degandi,0
,Qaytib kod qo'ydiraymi unga yoki avvalgi kodi bilan aktivlashdimi,0
,Мен пластик картамни смс хабарномасини йоктиршим крак еди,0
,"Bankning himoya vositasi wunchalikham slabiymi,Mani 3 000 000 pulimni kesib ketiwdi,Man u pulni qayerdan topaman endi",0
,Sizlarga kurinadiku tuģrimi,0
,Мен банк картам смс хабарга улатмокши едим,0
,Оператор Билан боглангандим шу бот йордам беришини айтти,0
,Endi nima qilishim kereak,0
,Sms xabarnomani yoqish kerak,0
,Plastic kartamni sms xabarnomani yoqtirmoqchi edim,0
,Sqb Joyda ilovasiga ulanganidim blok bopqoldi qandoq vastanavit qilsam boladi,0
,Bugun kredit yopiwim keregidi,0
,Joyida ilovasida muammo yuzaga keldi 1180 raqamiga qoʻngʻiroq qilib muammoni bartaraf qildm lekin Joyida ilovasida vertual karta ocilgan edi oz nomimga Joyida ilovasini togrlagandan keyin vertual karta chiqmadi qandoq cqarsam boladi,0
,Karta ohirgi raqami 4201 edi bugun pul tawadm kredit yopiw uchun nu qayta togrlagandan kn ilovaga cqmadi hama indefikatsaladan otdm,0
,Yana boshqatdan vertual karta ociladimi yoki oqa eski kartam qaytadimi,0
,Virtual cards not found wunaqa yozuv cqvoti,0
,Karta nomi Viza wunaqami,0
,Кредит толагандим 1ойга 486000 екан толанганлигини канака билсам болади,0
,Plastik kartochkam bloklab quyildi nima sababdan bank tomonidan,0
,Nima uchun blok quyildi,0
,Qayerga yozdingiz yuqku,0
,Sqb Joyda ilovasiga ulanganidim blok bopqoldi qandoq vastanavit qilsam boladi,0
,Bugun kredit yopiwim keregidi,0
,Joyida ilovasida muammo yuzaga keldi 1180 raqamiga qoʻngʻiroq qilib muammoni bartaraf qildm lekin Joyida ilovasida vertual karta ocilgan edi oz nomimga Joyida ilovasini togrlagandan keyin vertual karta chiqmadi qandoq cqarsam boladi,0
,Karta ohirgi raqami 4201 edi bugun pul tawadm kredit yopiw uchun nu qayta togrlagandan kn ilovaga cqmadi hama indefikatsaladan otdm,0
,"Yana boshqatdan vertual karta ociladimi yoki oqa eski kartam qaytadimi,Virtual cards not found wunaqa yozuv cqvoti",0
,Кредит толагандим 1ойга 486000 екан толанганлигини канака билсам болади,0
,"Plastik kartamni blokdan chiqarish,Xumo",0
,Assalam aleykum kartam blok bo’lib qoldi shuni qanday blokdan chiqarsak bo’ladi?,0
,"Bo’ldi o’tdim,Endi nima qilay aka",0
,"Pin kod o’rnatilgan bunga aka kodini noto’g’ri tergani uchun blok bo’lib qolipti,Hozir iloji yoqmi ichida puli bor bizga juda zarur edi",0
,Men shu pragramma orqali onlayn mikro qarz omoqchi edm ròyxattan òttim lekin ònlayn bermayabdi,0
,"Nma qlsam bòladi,Olob bòmidimi endi,Iloji yoqmi",0
,"Bor òsha kartamni kiritganman 8oy 6mln dan aylangan,Stabilniy oylik ish haqqim tushib turadi",0
,"Yoq lekin boshqa bank,Ilojini qlsak bòladimi",0
,Hop kiyin onlayn tushirib berishadimi kartamga yo filyaliga borib olishim kerakmi pulni,0
,"Assalomu alaykum qanday qilib vertual karta ochsam buladi ilovadon ocholmayabman,Ilovadan faqat Mastercard chiqyabdi,Menga UZCARD yoki humo kerak",0
,Kartaga cilik ochmoqchiman lekin boshqa nomerga ulangan diyilvotti,0
,"Kartam boshqa nomerga ulangan,Payme ochsam kod kelmidi boshqa nomerga jonatilgan chiqvotti",0
,Shu jarayon bugun yakunlanadimi,0
,"Шуни хал килиб беринг, илтимос. Жуда зарурлигидан олятгандим",0
,Ээээээ 100 марта утдим,0
,"Plastik karta blok bob qoldi ochtirish kerak,Humo karta",0
,Kartalarim bo'yicha 1 yillik transaksiya tarixini olmoqchiman bankga borishim shartmi ili programmadan olsam bo'ladimi,0
,"Man kartani Navoida ochganman hozir Toshkentdaman, aynan karta ochtirgan filialimga borishim kerakmi?",0
,Men 26-iyulda Jozibali nomli online omonat quygandim.,0
,1 oy da 22 % 113.000 buldi lekin oy to'lishi bilan to'satdan yo'qolib qoldi.keyin 3.4 kunda 14000 % ishlagandi. Bilmasdan начисленный % ни снять qilib yuboribman.ishlangan % lar qayerga ketyapti.har oy ishlangan % ni yana omonatga qo'shmoqchiman shunday qilsam buladimi?hozir 2 kunlik 7000 % ishlagan,0
,"Kecha joyda ilovasidan kredit olish uchun ariza topshirgan dim,Shuni javobini ololmadim",0
,"Онлайн микрокарзга иловадан харакатинги килувдим,Хар доимгидан узокрок давом этяпти жараен",0
,Ариза ракамини берсам холатини билиб беринг илтимос сиздан,0
,Shu kartani blokdan chiqarib bering,0
,Karta biloklangan,0
,"Karta biloklanib qoldi,Xumo",0
,"Karta egasi dadam,Yo men utsamxam bulasima,Ulardi teligirami yuq",0
,Voalykum assalom. Joyda app orqali mastercartga konversiya qilaolmayabman,0
,"Uzcart ham mastercart ham o zimiki,Hozir mastercartimga pul tasholimanmi o'zi?",0
,Menda muddati oʻtgan qarzdoelik bormi,0
,Ilova menda yaxwi ishlamayapti,0
,Assalomu aleykum jadval bo'yicha kredit qancha to'lashim kerak ayta olasizmi,0
,"Kartamdan bugun 02:09da pul yechildi nomerimga tashaldi lekn tushmadi,Korib bering",0
,Kartani blokdan chiqarib berin,0
,Menga kecha bittasi pul tashlagan edi 540ming som u zoomrad ilovosidan tashlagan sayt hatoligi bilan ikki marta pul kelib tushti Va men unga qaytarib tashlaganimda eror deb chiqti men yana urunib kordim Va qarasam balansemdan 2mln 160ming pul Yoq,0
,"hozir kreditga tolov qildim korib berilarchi toladimi toʻlov qilindmi,qarzdorlik yoʻqmi bilib bolmaypti,keyingi oy tolov deb bugun qilgan tolovni korstaib turibdi",0
,ha 2 ta kredit bor shulardi oylik toʻlovi tolandimi,0
,"endi oktyabrdan toʻlovmi,2ta kreditga",0
,Visa karta ochtirgan edim,0
,Joyda ilovasida kartaga qõshib bolmayabdi,0
,Assalomu aleykum Sqb bank qachondan ish faoliyatini boshlaydi,0
,Dam olish kunlari qachon tugidi?,0
,Ta’lim krediti olish imkonyati hali ham bormi 1 kurs talabalari uchun ?,0
,"Ассалому алейкум мени виза картам бор ишхона томонидан берилган,Оша картага кредит расмийлаштирмокчи босам автоматик равишда кошлмаяпти",0
,"Отдим барбир натижа йок,Хеч нарса озгармади,Нима килсам болади",0
,Якинда виза карта очиб беришганди приложенияга кушиб бумаяпти нима килиш кере,0
,Kreditimmi tololmayapman qanaqa qip tolasam boladi bankni ozini ilovasi ham ishlamayapti,0
,Ilovada tolamoqchi bolsam qanaqadir yozuv chiqyapti sariq,0
,salam aleykum uzcardan visaga pul tashavomab lekin visaga tushmayapti uzcardan yechvovoti,0
,"Joyda ilovasi orqali,qildim transkisiyalani",0
,"Хумо картасига бириктирилган телефон рақамини ўзгартиришим керак,Шу масалада ёрдам берсангиз",0
,"Лекин бошқа иловаларга хумо картамни улаш имкони бўлмаяпти,Смс хабарнома рақами тўғри келмади деб",0
